locality,bhk,furnished,condition,type,price
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,11456850
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,10912705
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,11287402
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,10842215
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,10737992
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,11439115
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,10991089
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,10790256
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,10936423
Shivaji Nagar,2,Non-Furnished,Buy,PreOwned,11122315
Shivaji Nagar,3,Furnished,Rent,None,82638
Shivaji Nagar,3,Furnished,Rent,None,72726
Shivaji Nagar,3,Furnished,Rent,None,72720
Shivaji Nagar,3,Furnished,Rent,None,81703
Shivaji Nagar,3,Furnished,Rent,None,73765
Shivaji Nagar,3,Furnished,Rent,None,80712
Shivaji Nagar,3,Furnished,Rent,None,76244
Shivaji Nagar,3,Furnished,Rent,None,81487
Shivaji Nagar,3,Furnished,Rent,None,77011
Shivaji Nagar,3,Furnished,Rent,None,78724
Shivaji Nagar,3,Furnished,Rent,None,76147
Shivaji Nagar,3,Furnished,Rent,None,76947
Shivaji Nagar,3,Furnished,Buy,New,20955740
Shivaji Nagar,3,Furnished,Buy,New,20509282
Shivaji Nagar,3,Furnished,Buy,New,20586415
Shivaji Nagar,3,Furnished,Buy,New,20241767
Shivaji Nagar,3,Furnished,Buy,New,19731507
Shivaji Nagar,3,Furnished,Buy,New,19693862
Shivaji Nagar,3,Furnished,Buy,New,20584685
Shivaji Nagar,3,Furnished,Buy,New,20112831
Shivaji Nagar,3,Furnished,Buy,New,19840101
Shivaji Nagar,3,Furnished,Buy,New,21093742
Shivaji Nagar,3,Furnished,Buy,New,20799502
Shivaji Nagar,3,Furnished,Buy,New,21179020
Shivaji Nagar,3,Furnished,Buy,PreOwned,19091832
Shivaji Nagar,3,Furnished,Buy,PreOwned,19608842
Shivaji Nagar,3,Furnished,Buy,PreOwned,19191753
Shivaji Nagar,3,Furnished,Buy,PreOwned,19107944
Shivaji Nagar,3,Furnished,Buy,PreOwned,18746913
Shivaji Nagar,3,Furnished,Buy,PreOwned,19684814
Shivaji Nagar,3,Furnished,Buy,PreOwned,19143670
Shivaji Nagar,3,Furnished,Buy,PreOwned,18411553
Shivaji Nagar,3,Furnished,Buy,PreOwned,19004287
Shivaji Nagar,3,Furnished,Buy,PreOwned,19727509
Shivaji Nagar,3,Furnished,Buy,PreOwned,18731322
Shivaji Nagar,3,Furnished,Buy,PreOwned,18465132
Shivaji Nagar,3,Non-Furnished,Rent,None,69708
Shivaji Nagar,3,Non-Furnished,Rent,None,70231
Shivaji Nagar,3,Non-Furnished,Rent,None,69105
Shivaji Nagar,3,Non-Furnished,Rent,None,72635
Shivaji Nagar,3,Non-Furnished,Rent,None,71019
Shivaji Nagar,3,Non-Furnished,Rent,None,70780
Shivaji Nagar,3,Non-Furnished,Rent,None,70782
Shivaji Nagar,3,Non-Furnished,Rent,None,72733
Shivaji Nagar,3,Non-Furnished,Rent,None,70048
Shivaji Nagar,3,Non-Furnished,Rent,None,69459
Shivaji Nagar,3,Non-Furnished,Rent,None,68314
Shivaji Nagar,3,Non-Furnished,Rent,None,68954
Shivaji Nagar,3,Non-Furnished,Buy,New,20448791
Shivaji Nagar,3,Non-Furnished,Buy,New,19854521
Shivaji Nagar,3,Non-Furnished,Buy,New,20455856
Shivaji Nagar,3,Non-Furnished,Buy,New,19530841
Shivaji Nagar,3,Non-Furnished,Buy,New,19526100
Shivaji Nagar,3,Non-Furnished,Buy,New,19356802
Shivaji Nagar,3,Non-Furnished,Buy,New,20425903
Shivaji Nagar,3,Non-Furnished,Buy,New,19548784
Shivaji Nagar,3,Non-Furnished,Buy,New,18775968
Shivaji Nagar,3,Non-Furnished,Buy,New,20597267
Shivaji Nagar,3,Non-Furnished,Buy,New,18944242
Shivaji Nagar,3,Non-Furnished,Buy,New,19096938
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18582963
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18319784
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18402082
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18324460
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18359683
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18296300
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,17707710
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18389299
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18380427
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18365387
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,17969487
Shivaji Nagar,3,Non-Furnished,Buy,PreOwned,18109952
Shivaji Nagar,4,Furnished,Rent,None,123892
Shivaji Nagar,4,Furnished,Rent,None,124781
Shivaji Nagar,4,Furnished,Rent,None,125570
Shivaji Nagar,4,Furnished,Rent,None,127331
Shivaji Nagar,4,Furnished,Rent,None,129016
Shivaji Nagar,4,Furnished,Rent,None,125763
Shivaji Nagar,4,Furnished,Rent,None,125159
Shivaji Nagar,4,Furnished,Rent,None,127994
Shivaji Nagar,4,Furnished,Rent,None,130857
Shivaji Nagar,4,Furnished,Rent,None,129313
Shivaji Nagar,4,Furnished,Rent,None,121813
Shivaji Nagar,4,Furnished,Rent,None,126284
Shivaji Nagar,4,Furnished,Buy,New,27929460
Shivaji Nagar,4,Furnished,Buy,New,29329853
Shivaji Nagar,4,Furnished,Buy,New,28897282
Shivaji Nagar,4,Furnished,Buy,New,28569975
Shivaji Nagar,4,Furnished,Buy,New,28241075
Shivaji Nagar,4,Furnished,Buy,New,28329659
Shivaji Nagar,4,Furnished,Buy,New,29563163
Shivaji Nagar,4,Furnished,Buy,New,29007700
Shivaji Nagar,4,Furnished,Buy,New,29213684
Shivaji Nagar,4,Furnished,Buy,New,28927390
Shivaji Nagar,4,Furnished,Buy,New,29246787
Shivaji Nagar,4,Furnished,Buy,New,28854141
Shivaji Nagar,4,Furnished,Buy,PreOwned,27510516
Shivaji Nagar,4,Furnished,Buy,PreOwned,27280217
Shivaji Nagar,4,Furnished,Buy,PreOwned,27405706
Shivaji Nagar,4,Furnished,Buy,PreOwned,27028999
Shivaji Nagar,4,Furnished,Buy,PreOwned,27221128
Shivaji Nagar,4,Furnished,Buy,PreOwned,27522945
Shivaji Nagar,4,Furnished,Buy,PreOwned,27001291
Shivaji Nagar,4,Furnished,Buy,PreOwned,26864905
Shivaji Nagar,4,Furnished,Buy,PreOwned,26896829
Shivaji Nagar,4,Furnished,Buy,PreOwned,27384330
Shivaji Nagar,4,Furnished,Buy,PreOwned,26702438
Shivaji Nagar,4,Furnished,Buy,PreOwned,26594693
Shivaji Nagar,4,Non-Furnished,Rent,None,119576
Shivaji Nagar,4,Non-Furnished,Rent,None,120787
Shivaji Nagar,4,Non-Furnished,Rent,None,122499
Shivaji Nagar,4,Non-Furnished,Rent,None,122101
Shivaji Nagar,4,Non-Furnished,Rent,None,122157
Shivaji Nagar,4,Non-Furnished,Rent,None,120721
Shivaji Nagar,4,Non-Furnished,Rent,None,121636
Shivaji Nagar,4,Non-Furnished,Rent,None,121415
Shivaji Nagar,4,Non-Furnished,Rent,None,118306
Shivaji Nagar,4,Non-Furnished,Rent,None,120803
Shivaji Nagar,4,Non-Furnished,Rent,None,121823
Shivaji Nagar,4,Non-Furnished,Rent,None,120985
Shivaji Nagar,4,Non-Furnished,Buy,New,28876445
Shivaji Nagar,4,Non-Furnished,Buy,New,26946333
Shivaji Nagar,4,Non-Furnished,Buy,New,27117184
Shivaji Nagar,4,Non-Furnished,Buy,New,27520650
Shivaji Nagar,4,Non-Furnished,Buy,New,28486550
Shivaji Nagar,4,Non-Furnished,Buy,New,28440609
Shivaji Nagar,4,Non-Furnished,Buy,New,27348866
Shivaji Nagar,4,Non-Furnished,Buy,New,28205436
Shivaji Nagar,4,Non-Furnished,Buy,New,27729406
Shivaji Nagar,4,Non-Furnished,Buy,New,28121551
Shivaji Nagar,4,Non-Furnished,Buy,New,27951175
Shivaji Nagar,4,Non-Furnished,Buy,New,26827564
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,26206353
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,25875236
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,25981200
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,26284416
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,26071223
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,25849505
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,26428518
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,26304945
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,25962424
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,25788092
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,25898348
Shivaji Nagar,4,Non-Furnished,Buy,PreOwned,26098820
Shivaji Nagar,5,Furnished,Rent,None,182552
Shivaji Nagar,5,Furnished,Rent,None,186035
Shivaji Nagar,5,Furnished,Rent,None,187593
Shivaji Nagar,5,Furnished,Rent,None,185827
Shivaji Nagar,5,Furnished,Rent,None,188766
Shivaji Nagar,5,Furnished,Rent,None,184402
Shivaji Nagar,5,Furnished,Rent,None,183354
Shivaji Nagar,5,Furnished,Rent,None,189134
Shivaji Nagar,5,Furnished,Rent,None,185362
Shivaji Nagar,5,Furnished,Rent,None,190971
Shivaji Nagar,5,Furnished,Rent,None,186361
Shivaji Nagar,5,Furnished,Rent,None,183013
Shivaji Nagar,5,Furnished,Buy,New,42637466
Shivaji Nagar,5,Furnished,Buy,New,42150087
Shivaji Nagar,5,Furnished,Buy,New,43208145
Shivaji Nagar,5,Furnished,Buy,New,41747315
Shivaji Nagar,5,Furnished,Buy,New,43216990
Shivaji Nagar,5,Furnished,Buy,New,42981086
Shivaji Nagar,5,Furnished,Buy,New,42725942
Shivaji Nagar,5,Furnished,Buy,New,42536006
Shivaji Nagar,5,Furnished,Buy,New,43243065
Shivaji Nagar,5,Furnished,Buy,New,41958209
Shivaji Nagar,5,Furnished,Buy,New,42591779
Shivaji Nagar,5,Furnished,Buy,New,43614326
Shivaji Nagar,5,Furnished,Buy,PreOwned,40676956
Shivaji Nagar,5,Furnished,Buy,PreOwned,41004997
Shivaji Nagar,5,Furnished,Buy,PreOwned,41536636
Shivaji Nagar,5,Furnished,Buy,PreOwned,41669809
Shivaji Nagar,5,Furnished,Buy,PreOwned,41510717
Shivaji Nagar,5,Furnished,Buy,PreOwned,40717457
Shivaji Nagar,5,Furnished,Buy,PreOwned,40880904
Shivaji Nagar,5,Furnished,Buy,PreOwned,41552469
Shivaji Nagar,5,Furnished,Buy,PreOwned,40944040
Shivaji Nagar,5,Furnished,Buy,PreOwned,41186849
Shivaji Nagar,5,Furnished,Buy,PreOwned,41520734
Shivaji Nagar,5,Furnished,Buy,PreOwned,41903315
Shivaji Nagar,5,Non-Furnished,Rent,None,181973
Shivaji Nagar,5,Non-Furnished,Rent,None,182807
Shivaji Nagar,5,Non-Furnished,Rent,None,182636
Shivaji Nagar,5,Non-Furnished,Rent,None,180898
Shivaji Nagar,5,Non-Furnished,Rent,None,178103
Shivaji Nagar,5,Non-Furnished,Rent,None,179416
Shivaji Nagar,5,Non-Furnished,Rent,None,178416
Shivaji Nagar,5,Non-Furnished,Rent,None,178900
Shivaji Nagar,5,Non-Furnished,Rent,None,182398
Shivaji Nagar,5,Non-Furnished,Rent,None,182108
Shivaji Nagar,5,Non-Furnished,Rent,None,181556
Shivaji Nagar,5,Non-Furnished,Rent,None,182226
Shivaji Nagar,5,Non-Furnished,Buy,New,42013213
Shivaji Nagar,5,Non-Furnished,Buy,New,40983586
Shivaji Nagar,5,Non-Furnished,Buy,New,42533935
Shivaji Nagar,5,Non-Furnished,Buy,New,40994695
Shivaji Nagar,5,Non-Furnished,Buy,New,41736619
Shivaji Nagar,5,Non-Furnished,Buy,New,42319438
Shivaji Nagar,5,Non-Furnished,Buy,New,41620892
Shivaji Nagar,5,Non-Furnished,Buy,New,41762686
Shivaji Nagar,5,Non-Furnished,Buy,New,41805393
Shivaji Nagar,5,Non-Furnished,Buy,New,40692551
Shivaji Nagar,5,Non-Furnished,Buy,New,42388499
Shivaji Nagar,5,Non-Furnished,Buy,New,40397848
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40378286
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40120201
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,39992058
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,39878490
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40344414
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40286960
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40307428
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,39938463
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40419476
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,39735709
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40056668
Shivaji Nagar,5,Non-Furnished,Buy,PreOwned,40338618
Baner,1,Furnished,Rent,None,34606
Baner,1,Furnished,Rent,None,32877
Baner,1,Furnished,Rent,None,26565
Baner,1,Furnished,Rent,None,29749
Baner,1,Furnished,Rent,None,35029
Baner,1,Furnished,Rent,None,35070
Baner,1,Furnished,Rent,None,31245
Baner,1,Furnished,Rent,None,30233
Baner,1,Furnished,Rent,None,35902
Baner,1,Furnished,Rent,None,37700
Baner,1,Furnished,Rent,None,26626
Baner,1,Furnished,Rent,None,34087
Baner,1,Furnished,Buy,New,8964950
Baner,1,Furnished,Buy,New,8323711
Baner,1,Furnished,Buy,New,8209671
Baner,1,Furnished,Buy,New,8177731
Baner,1,Furnished,Buy,New,7437329
Baner,1,Furnished,Buy,New,8183069
Baner,1,Furnished,Buy,New,10069512
Baner,1,Furnished,Buy,New,7668145
Baner,1,Furnished,Buy,New,7766344
Baner,1,Furnished,Buy,New,9804970
Baner,1,Furnished,Buy,New,9019340
Baner,1,Furnished,Buy,New,8773456
Baner,1,Furnished,Buy,PreOwned,7309100
Baner,1,Furnished,Buy,PreOwned,7161668
Baner,1,Furnished,Buy,PreOwned,7563121
Baner,1,Furnished,Buy,PreOwned,7176839
Baner,1,Furnished,Buy,PreOwned,7491928
Baner,1,Furnished,Buy,PreOwned,7356763
Baner,1,Furnished,Buy,PreOwned,6841852
Baner,1,Furnished,Buy,PreOwned,7042338
Baner,1,Furnished,Buy,PreOwned,7169669
Baner,1,Furnished,Buy,PreOwned,6750768
Baner,1,Furnished,Buy,PreOwned,7354010
Baner,1,Furnished,Buy,PreOwned,6734925
Baner,1,Non-Furnished,Rent,None,25301
Baner,1,Non-Furnished,Rent,None,27592
Baner,1,Non-Furnished,Rent,None,24108
Baner,1,Non-Furnished,Rent,None,25952
Baner,1,Non-Furnished,Rent,None,26724
Baner,1,Non-Furnished,Rent,None,27491
Baner,1,Non-Furnished,Rent,None,27299
Baner,1,Non-Furnished,Rent,None,27144
Baner,1,Non-Furnished,Rent,None,25053
Baner,1,Non-Furnished,Rent,None,26370
Baner,1,Non-Furnished,Rent,None,23042
Baner,1,Non-Furnished,Rent,None,26677
Baner,1,Non-Furnished,Buy,New,8598415
Baner,1,Non-Furnished,Buy,New,6756496
Baner,1,Non-Furnished,Buy,New,7534735
Baner,1,Non-Furnished,Buy,New,8484530
Baner,1,Non-Furnished,Buy,New,7386565
Baner,1,Non-Furnished,Buy,New,7834783
Baner,1,Non-Furnished,Buy,New,8145604
Baner,1,Non-Furnished,Buy,New,7775258
Baner,1,Non-Furnished,Buy,New,6587082
Baner,1,Non-Furnished,Buy,New,7608776
Baner,1,Non-Furnished,Buy,New,7618137
Baner,1,Non-Furnished,Buy,New,6643871
Baner,1,Non-Furnished,Buy,PreOwned,6124594
Baner,1,Non-Furnished,Buy,PreOwned,5741283
Baner,1,Non-Furnished,Buy,PreOwned,6346951
Baner,1,Non-Furnished,Buy,PreOwned,6434824
Baner,1,Non-Furnished,Buy,PreOwned,5822213
Baner,1,Non-Furnished,Buy,PreOwned,6089212
Baner,1,Non-Furnished,Buy,PreOwned,6174578
Baner,1,Non-Furnished,Buy,PreOwned,6101734
Baner,1,Non-Furnished,Buy,PreOwned,5968009
Baner,1,Non-Furnished,Buy,PreOwned,5755462
Baner,1,Non-Furnished,Buy,PreOwned,6051467
Baner,1,Non-Furnished,Buy,PreOwned,6228069
Baner,2,Furnished,Rent,None,53848
Baner,2,Furnished,Rent,None,51466
Baner,2,Furnished,Rent,None,54854
Baner,2,Furnished,Rent,None,53719
Baner,2,Furnished,Rent,None,51695
Baner,2,Furnished,Rent,None,54408
Baner,2,Furnished,Rent,None,58651
Baner,2,Furnished,Rent,None,51596
Baner,2,Furnished,Rent,None,56424
Baner,2,Furnished,Rent,None,51561
Baner,2,Furnished,Rent,None,54390
Baner,2,Furnished,Rent,None,52759
Baner,2,Furnished,Buy,New,14210684
Baner,2,Furnished,Buy,New,15261950
Baner,2,Furnished,Buy,New,15079912
Baner,2,Furnished,Buy,New,13922376
Baner,2,Furnished,Buy,New,14439859
Baner,2,Furnished,Buy,New,13489951
Baner,2,Furnished,Buy,New,14041375
Baner,2,Furnished,Buy,New,13699882
Baner,2,Furnished,Buy,New,13990680
Baner,2,Furnished,Buy,New,14286194
Baner,2,Furnished,Buy,New,14023518
Baner,2,Furnished,Buy,New,13423611
Baner,2,Furnished,Buy,PreOwned,12070245
Baner,2,Furnished,Buy,PreOwned,12238291
Baner,2,Furnished,Buy,PreOwned,11618790
Baner,2,Furnished,Buy,PreOwned,11628880
Baner,2,Furnished,Buy,PreOwned,11995219
Baner,2,Furnished,Buy,PreOwned,11425385
Baner,2,Furnished,Buy,PreOwned,11936214
Baner,2,Furnished,Buy,PreOwned,12089927
Baner,2,Furnished,Buy,PreOwned,12204607
Baner,2,Furnished,Buy,PreOwned,12268140
Baner,2,Furnished,Buy,PreOwned,12236402
Baner,2,Furnished,Buy,PreOwned,12023181
Baner,2,Non-Furnished,Rent,None,44497
Baner,2,Non-Furnished,Rent,None,46027
Baner,2,Non-Furnished,Rent,None,44594
Baner,2,Non-Furnished,Rent,None,46202
Baner,2,Non-Furnished,Rent,None,46115
Baner,2,Non-Furnished,Rent,None,43485
Baner,2,Non-Furnished,Rent,None,43037
Baner,2,Non-Furnished,Rent,None,43551
Baner,2,Non-Furnished,Rent,None,47199
Baner,2,Non-Furnished,Rent,None,47919
Baner,2,Non-Furnished,Rent,None,43547
Baner,2,Non-Furnished,Rent,None,44291
Baner,2,Non-Furnished,Buy,New,11869678
Baner,2,Non-Furnished,Buy,New,12813103
Baner,2,Non-Furnished,Buy,New,13278966
Baner,2,Non-Furnished,Buy,New,12226601
Baner,2,Non-Furnished,Buy,New,13271161
Baner,2,Non-Furnished,Buy,New,13007718
Baner,2,Non-Furnished,Buy,New,12703041
Baner,2,Non-Furnished,Buy,New,13181540
Baner,2,Non-Furnished,Buy,New,11982396
Baner,2,Non-Furnished,Buy,New,13092566
Baner,2,Non-Furnished,Buy,New,12814172
Baner,2,Non-Furnished,Buy,New,13192311
Baner,2,Non-Furnished,Buy,PreOwned,11321326
Baner,2,Non-Furnished,Buy,PreOwned,11214021
Baner,2,Non-Furnished,Buy,PreOwned,11561581
Baner,2,Non-Furnished,Buy,PreOwned,11154863
Baner,2,Non-Furnished,Buy,PreOwned,11266273
Baner,2,Non-Furnished,Buy,PreOwned,10984262
Baner,2,Non-Furnished,Buy,PreOwned,11491059
Baner,2,Non-Furnished,Buy,PreOwned,11404370
Baner,2,Non-Furnished,Buy,PreOwned,11373681
Baner,2,Non-Furnished,Buy,PreOwned,11313966
Baner,2,Non-Furnished,Buy,PreOwned,10840609
Baner,2,Non-Furnished,Buy,PreOwned,11449112
Baner,3,Furnished,Rent,None,78738
Baner,3,Furnished,Rent,None,81734
Baner,3,Furnished,Rent,None,77386
Baner,3,Furnished,Rent,None,79303
Baner,3,Furnished,Rent,None,84652
Baner,3,Furnished,Rent,None,76791
Baner,3,Furnished,Rent,None,78781
Baner,3,Furnished,Rent,None,80492
Baner,3,Furnished,Rent,None,77324
Baner,3,Furnished,Rent,None,73273
Baner,3,Furnished,Rent,None,75545
Baner,3,Furnished,Rent,None,73697
Baner,3,Furnished,Buy,New,21445629
Baner,3,Furnished,Buy,New,19160210
Baner,3,Furnished,Buy,New,20905519
Baner,3,Furnished,Buy,New,20484097
Baner,3,Furnished,Buy,New,21256791
Baner,3,Furnished,Buy,New,20362998
Baner,3,Furnished,Buy,New,19943195
Baner,3,Furnished,Buy,New,20651198
Baner,3,Furnished,Buy,New,21360802
Baner,3,Furnished,Buy,New,22125467
Baner,3,Furnished,Buy,New,21721334
Baner,3,Furnished,Buy,New,19236841
Baner,3,Furnished,Buy,PreOwned,18560309
Baner,3,Furnished,Buy,PreOwned,18522985
Baner,3,Furnished,Buy,PreOwned,19500576
Baner,3,Furnished,Buy,PreOwned,18488479
Baner,3,Furnished,Buy,PreOwned,19280122
Baner,3,Furnished,Buy,PreOwned,19379180
Baner,3,Furnished,Buy,PreOwned,18544601
Baner,3,Furnished,Buy,PreOwned,18838820
Baner,3,Furnished,Buy,PreOwned,18977949
Baner,3,Furnished,Buy,PreOwned,19620187
Baner,3,Furnished,Buy,PreOwned,18574657
Baner,3,Furnished,Buy,PreOwned,18515727
Baner,3,Non-Furnished,Rent,None,70755
Baner,3,Non-Furnished,Rent,None,72172
Baner,3,Non-Furnished,Rent,None,68513
Baner,3,Non-Furnished,Rent,None,69652
Baner,3,Non-Furnished,Rent,None,70590
Baner,3,Non-Furnished,Rent,None,72233
Baner,3,Non-Furnished,Rent,None,70149
Baner,3,Non-Furnished,Rent,None,70038
Baner,3,Non-Furnished,Rent,None,69443
Baner,3,Non-Furnished,Rent,None,71455
Baner,3,Non-Furnished,Rent,None,69436
Baner,3,Non-Furnished,Rent,None,70414
Baner,3,Non-Furnished,Buy,New,20121817
Baner,3,Non-Furnished,Buy,New,19222722
Baner,3,Non-Furnished,Buy,New,19110361
Baner,3,Non-Furnished,Buy,New,20284151
Baner,3,Non-Furnished,Buy,New,20408400
Baner,3,Non-Furnished,Buy,New,19060307
Baner,3,Non-Furnished,Buy,New,19782808
Baner,3,Non-Furnished,Buy,New,20325770
Baner,3,Non-Furnished,Buy,New,19206002
Baner,3,Non-Furnished,Buy,New,19231032
Baner,3,Non-Furnished,Buy,New,20667648
Baner,3,Non-Furnished,Buy,New,20825633
Baner,3,Non-Furnished,Buy,PreOwned,18302100
Baner,3,Non-Furnished,Buy,PreOwned,17731311
Baner,3,Non-Furnished,Buy,PreOwned,17764547
Baner,3,Non-Furnished,Buy,PreOwned,17812430
Baner,3,Non-Furnished,Buy,PreOwned,17864252
Baner,3,Non-Furnished,Buy,PreOwned,18019061
Baner,3,Non-Furnished,Buy,PreOwned,17750727
Baner,3,Non-Furnished,Buy,PreOwned,17855767
Baner,3,Non-Furnished,Buy,PreOwned,18383384
Baner,3,Non-Furnished,Buy,PreOwned,18357558
Baner,3,Non-Furnished,Buy,PreOwned,18547250
Baner,3,Non-Furnished,Buy,PreOwned,17720089
Baner,4,Furnished,Rent,None,127319
Baner,4,Furnished,Rent,None,131153
Baner,4,Furnished,Rent,None,128403
Baner,4,Furnished,Rent,None,131075
Baner,4,Furnished,Rent,None,126274
Baner,4,Furnished,Rent,None,127487
Baner,4,Furnished,Rent,None,131700
Baner,4,Furnished,Rent,None,130158
Baner,4,Furnished,Rent,None,127276
Baner,4,Furnished,Rent,None,131388
Baner,4,Furnished,Rent,None,123236
Baner,4,Furnished,Rent,None,125544
Baner,4,Furnished,Buy,New,28611873
Baner,4,Furnished,Buy,New,29797882
Baner,4,Furnished,Buy,New,28914306
Baner,4,Furnished,Buy,New,28666189
Baner,4,Furnished,Buy,New,29145766
Baner,4,Furnished,Buy,New,28796428
Baner,4,Furnished,Buy,New,30238671
Baner,4,Furnished,Buy,New,29862049
Baner,4,Furnished,Buy,New,28051284
Baner,4,Furnished,Buy,New,28901525
Baner,4,Furnished,Buy,New,29334096
Baner,4,Furnished,Buy,New,28899183
Baner,4,Furnished,Buy,PreOwned,26571760
Baner,4,Furnished,Buy,PreOwned,27132090
Baner,4,Furnished,Buy,PreOwned,26280278
Baner,4,Furnished,Buy,PreOwned,27102236
Baner,4,Furnished,Buy,PreOwned,26621192
Baner,4,Furnished,Buy,PreOwned,26433774
Baner,4,Furnished,Buy,PreOwned,26632387
Baner,4,Furnished,Buy,PreOwned,26952107
Baner,4,Furnished,Buy,PreOwned,26682714
Baner,4,Furnished,Buy,PreOwned,27868618
Baner,4,Furnished,Buy,PreOwned,27101208
Baner,4,Furnished,Buy,PreOwned,26648993
Baner,4,Non-Furnished,Rent,None,118856
Baner,4,Non-Furnished,Rent,None,119773
Baner,4,Non-Furnished,Rent,None,122115
Baner,4,Non-Furnished,Rent,None,122395
Baner,4,Non-Furnished,Rent,None,121630
Baner,4,Non-Furnished,Rent,None,122105
Baner,4,Non-Furnished,Rent,None,122209
Baner,4,Non-Furnished,Rent,None,122291
Baner,4,Non-Furnished,Rent,None,122045
Baner,4,Non-Furnished,Rent,None,122787
Baner,4,Non-Furnished,Rent,None,120333
Baner,4,Non-Furnished,Rent,None,118963
Baner,4,Non-Furnished,Buy,New,28224066
Baner,4,Non-Furnished,Buy,New,27461741
Baner,4,Non-Furnished,Buy,New,27672871
Baner,4,Non-Furnished,Buy,New,28039954
Baner,4,Non-Furnished,Buy,New,28155863
Baner,4,Non-Furnished,Buy,New,26660931
Baner,4,Non-Furnished,Buy,New,27560933
Baner,4,Non-Furnished,Buy,New,27683701
Baner,4,Non-Furnished,Buy,New,28598621
Baner,4,Non-Furnished,Buy,New,28432278
Baner,4,Non-Furnished,Buy,New,26917931
Baner,4,Non-Furnished,Buy,New,28033951
Baner,4,Non-Furnished,Buy,PreOwned,26054800
Baner,4,Non-Furnished,Buy,PreOwned,25984082
Baner,4,Non-Furnished,Buy,PreOwned,25935444
Baner,4,Non-Furnished,Buy,PreOwned,26046488
Baner,4,Non-Furnished,Buy,PreOwned,26289943
Baner,4,Non-Furnished,Buy,PreOwned,25983389
Baner,4,Non-Furnished,Buy,PreOwned,26107497
Baner,4,Non-Furnished,Buy,PreOwned,25810951
Baner,4,Non-Furnished,Buy,PreOwned,26365656
Baner,4,Non-Furnished,Buy,PreOwned,26068646
Baner,4,Non-Furnished,Buy,PreOwned,26355748
Baner,4,Non-Furnished,Buy,PreOwned,25876570
Baner,5,Furnished,Rent,None,185802
Baner,5,Furnished,Rent,None,186953
Baner,5,Furnished,Rent,None,181858
Baner,5,Furnished,Rent,None,187170
Baner,5,Furnished,Rent,None,189884
Baner,5,Furnished,Rent,None,190066
Baner,5,Furnished,Rent,None,181936
Baner,5,Furnished,Rent,None,183570
Baner,5,Furnished,Rent,None,188158
Baner,5,Furnished,Rent,None,185971
Baner,5,Furnished,Rent,None,189615
Baner,5,Furnished,Rent,None,193649
Baner,5,Furnished,Buy,New,43143153
Baner,5,Furnished,Buy,New,43329114
Baner,5,Furnished,Buy,New,41911392
Baner,5,Furnished,Buy,New,41610224
Baner,5,Furnished,Buy,New,42476114
Baner,5,Furnished,Buy,New,42771099
Baner,5,Furnished,Buy,New,44269244
Baner,5,Furnished,Buy,New,43062184
Baner,5,Furnished,Buy,New,41792289
Baner,5,Furnished,Buy,New,42511481
Baner,5,Furnished,Buy,New,41441333
Baner,5,Furnished,Buy,New,41545144
